0		0	2
1		0	2
2		0	3
4		0	1
5		0	2
6		0	2
7		0	2
11		0	2
13		0	1
14		0	2
15		0	0
16		0	2
17		0	0
18		0	2
20		0	3
23		0	1
24		0	1
25		0	1
26		0	2
28		0	1
29		0	2
31		0	2
32		0	1
33		0	0
34		0	0
35		0	3
37		0	1
38		0	0
39		0	1
40		0	0
41		0	0
43		0	2
44		0	1
45		0	3
46		0	3
47		0	2
48		0	0
51		0	3
52		0	2
53		0	0
55		0	0
56		0	2
57		0	3
58		0	2
59		0	0
60		0	3
62		0	3
63		0	1
64		0	3
65		0	0
66		0	3
67		0	2
68		0	2
70		0	0
71		0	2
72		0	2
73		0	2
74		0	2
75		0	2
76		0	2
77		0	2
78		0	1
81		0	1
82		0	2
83		0	2
84		0	0
85		0	2
87		0	2
88		0	0
89		0	2
90		0	2
92		0	1
93		0	2
94		0	2
95		0	3
96		0	3
97		0	1
98		0	1
99		0	3
100		0	3
102		0	2
103		0	2
105		0	0
107		0	0
109		0	1
110		0	0
111		0	1
112		0	3
113		0	0
114		0	0
115		0	3
120		0	0
121		0	2
123		0	0
124		0	0
126		0	1
127		0	3
128		0	2
131		0	3
132		0	2
134		0	0
135		0	1
137		0	3
138		0	1
139		0	1
140		0	0
141		0	1
143		0	0
145		0	0
146		0	0
147		0	2
149		0	3
150		0	1
151		0	2
152		0	3
153		0	1
154		0	1
156		0	3
158		0	3
159		0	3
162		0	1
163		0	2
165		0	2
167		0	1
168		0	1
169		0	1
170		0	1
172		0	1
174		0	1
176		0	1
178		0	0
179		0	3
180		0	1
182		0	0
183		0	2
184		0	3
185		0	3
187		0	0
188		0	0
191		0	0
192		0	0
194		0	1
196		0	3
199		0	3
201		0	0
202		0	2
203		0	0
205		0	0
206		0	3
207		0	0
208		0	0
209		0	2
210		0	2
211		0	3
212		0	0
214		0	0
217		0	0
218		0	3
219		0	0
220		0	0
221		0	0
224		0	1
227		0	2
230		0	2
231		0	2
232		0	3
233		0	0
237		0	0
238		0	0
239		0	0
240		0	1
241		0	3
242		0	0
243		0	0
244		0	1
245		0	2
246		0	2
247		0	2
249		0	1
250		0	0
252		0	0
254		0	0
255		0	3
256		0	1
257		0	2
261		0	3
262		0	2
263		0	2
265		0	1
267		0	2
268		0	2
269		0	2
270		0	2
271		0	2
272		0	2
273		0	2
275		0	2
276		0	2
278		0	2
280		0	2
281		0	2
282		0	2
284		0	2
286		0	2
287		0	2
288		0	2
291		0	2
292		0	2
294		0	0
295		0	2
296		0	2
297		0	2
298		0	2
300		0	2
301		0	2
302		0	3
306		0	2
307		0	2
309		0	1
312		0	2
313		0	2
314		0	2
315		0	2
317		0	1
318		0	2
319		0	2
320		0	2
321		0	2
322		0	2
323		0	2
324		0	2
327		0	2
328		0	2
329		0	1
331		0	2
332		0	2
333		0	2
334		0	2
335		0	1
336		0	2
338		0	1
339		0	2
340		0	2
341		0	0
342		0	2
344		0	2
345		0	2
346		0	2
347		0	2
348		0	2
349		0	2
350		0	2
351		0	2
352		0	2
353		0	2
354		0	2
355		0	2
357		0	2
358		0	2
360		0	0
362		0	0
363		0	2
364		0	2
365		0	2
366		0	2
368		0	2
369		0	2
370		0	2
371		0	2
372		0	2
373		0	2
375		0	2
376		0	2
379		0	2
380		0	2
381		0	2
384		0	2
385		0	2
386		0	2
387		0	2
388		0	2
